CustomerId,CustomerName,CustomerSurname,CustomerEmail,CustomerDistrict,CustomerCity,CustomerCountry,CustomerGender,CustomerBalance,CustomerCreatedDate,CustomerIsActive
3606,Marko,Jovanović,marko.jovanović@sırbistan.shop,Mediana,Belgrad,Sırbistan,Kadın,10920.21,2026-01-02,1
3607,Marco,Bianchi,marco.bianchi@i̇talya.shop,Barcola,Milano,İtalya,Kadın,2578.79,2026-01-11,1
3608,Elena,Marin,elena.marin@romanya.shop,Sector 1,Yaş,Romanya,Erkek,34180.68,2026-01-31,1
3609,Cristian,Stan,cristian.stan@romanya.shop,Sud,Timişoara,Romanya,Erkek,38761.58,2026-02-20,1
3610,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Osmangazi,Antalya,Türkiye,Kadın,38929.59,2026-01-03,1
3611,Georgi,Nikolov,georgi.nikolov@bulgaristan.shop,Izgrev,Sofya,Bulgaristan,Kadın,4417.91,2026-01-18,1
3612,Piotr,Zieliński,piotr.zieliński@polonya.shop,Centrum,Varşova,Polonya,Kadın,6529.62,2026-02-18,1
3613,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Konak,Adana,Türkiye,Kadın,32231.85,2026-01-09,1
3614,Lukas,Müller,lukas.müller@almanya.shop,Altona,Berlin,Almanya,Kadın,21996.78,2026-01-29,1
3615,Ana,Ivić,ana.ivić@sırbistan.shop,Mediana,Niş,Sırbistan,Kadın,34132.55,2026-02-13,1
3616,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Üsküdar,Bursa,Türkiye,Erkek,29965.34,2026-02-16,1
3617,Felix,Klein,felix.klein@almanya.shop,Mitte,Stuttgart,Almanya,Kadın,19940.3,2026-02-13,1
3618,Elena,Vasileva,elena.vasileva@bulgaristan.shop,Trakia,Sofya,Bulgaristan,Kadın,17028.22,2026-02-08,1
3619,Maria,Petrova,maria.petrova@bulgaristan.shop,Trakia,Filibe,Bulgaristan,Erkek,38812.04,2026-01-11,1
3620,Elif,Koç,elif.koç@türkiye.shop,Kadıköy,Bursa,Türkiye,Erkek,27101.21,2026-01-17,1
3621,Noah,Schulz,noah.schulz@almanya.shop,Bad Cannstatt,Stuttgart,Almanya,Kadın,19856.37,2026-02-13,1
3622,Noah,Schulz,noah.schulz@almanya.shop,Plagwitz,Berlin,Almanya,Kadın,18411.18,2026-01-15,1
3623,Emilia,Bauer,emilia.bauer@almanya.shop,Pasing,Köln,Almanya,Erkek,1154.34,2026-02-18,1
3624,Emilia,Bauer,emilia.bauer@almanya.shop,Pasing,Münih,Almanya,Erkek,8088.64,2026-01-24,1
3625,Marko,Jovanović,marko.jovanović@sırbistan.shop,Mediana,Novi Sad,Sırbistan,Kadın,34967.32,2026-02-06,1
3626,Andrei,Popescu,andrei.popescu@romanya.shop,Sud,Köstence,Romanya,Kadın,23540.53,2026-02-10,1
3627,Georgios,Kostas,georgios.kostas@yunanistan.shop,Center,Atina,Yunanistan,Kadın,5559.33,2026-02-19,1
3628,Murat,Yılmaz,murat.yılmaz@türkiye.shop,Üsküdar,Eskişehir,Türkiye,Kadın,33016.66,2026-02-03,1
3629,Anna,Fontana,anna.fontana@i̇talya.shop,Borgo,Trieste,İtalya,Erkek,6619.61,2026-01-06,1
3630,Elif,Koç,elif.koç@türkiye.shop,Kadıköy,Ankara,Türkiye,Erkek,5436.81,2026-02-06,1
3631,Andrei,Popescu,andrei.popescu@romanya.shop,Sud,Bükreş,Romanya,Kadın,23261.83,2026-02-11,1
3632,Petar,Ivanov,petar.ivanov@bulgaristan.shop,Trakia,Filibe,Bulgaristan,Kadın,2642.85,2026-02-08,1
3633,Georgi,Nikolov,georgi.nikolov@bulgaristan.shop,Lozenets,Sofya,Bulgaristan,Erkek,7379.24,2026-01-21,1
3634,Andrei,Popescu,andrei.popescu@romanya.shop,Sector 1,Köstence,Romanya,Erkek,1684.1,2026-02-11,1
3635,Kamil,Nowak,kamil.nowak@polonya.shop,Stare Miasto,Varşova,Polonya,Erkek,18494.51,2026-02-18,1
3636,Alessandro,Conti,alessandro.conti@i̇talya.shop,San Donato,Milano,İtalya,Erkek,4196.76,2026-02-14,1
3637,Mihai,Radu,mihai.radu@romanya.shop,Sud,Timişoara,Romanya,Kadın,23577.06,2026-02-18,1
3638,Hanna,Schneider,hanna.schneider@almanya.shop,Altona,Stuttgart,Almanya,Erkek,3960.16,2026-02-14,1
3639,Marko,Jovanović,marko.jovanović@sırbistan.shop,Centar,Belgrad,Sırbistan,Erkek,8939.02,2026-01-20,1
3640,Elena,Costa,elena.costa@i̇talya.shop,Centro,Milano,İtalya,Erkek,37273.14,2026-01-19,1
3641,Emre,Aydın,emre.aydın@türkiye.shop,Osmangazi,Eskişehir,Türkiye,Erkek,9840.01,2026-01-03,1
3642,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Osmangazi,Adana,Türkiye,Erkek,17110.52,2026-02-13,1
3643,Marie,Richter,marie.richter@almanya.shop,Altona,Stuttgart,Almanya,Kadın,22362.24,2026-02-05,1
3644,Noah,Schulz,noah.schulz@almanya.shop,Zentrum,Münih,Almanya,Kadın,37612.36,2026-02-15,1
3645,Cristian,Stan,cristian.stan@romanya.shop,Sud,Timişoara,Romanya,Erkek,34302.11,2026-01-20,1
3646,Ali,Şahin,ali.şahin@türkiye.shop,Beşiktaş,Ankara,Türkiye,Erkek,16145.99,2026-01-12,1
3647,Murat,Yılmaz,murat.yılmaz@türkiye.shop,Osmangazi,Ankara,Türkiye,Erkek,37335.77,2026-01-04,1
3648,Matteo,Ricci,matteo.ricci@i̇talya.shop,Borgo,Verona,İtalya,Kadın,14502.98,2026-01-10,1
3649,Anna,Kowalska,anna.kowalska@polonya.shop,Centrum,Krakow,Polonya,Kadın,11229.98,2026-01-29,1
3650,Emre,Aydın,emre.aydın@türkiye.shop,Osmangazi,Antalya,Türkiye,Erkek,701.94,2026-01-05,1
3651,Ioana,Ionescu,ioana.ionescu@romanya.shop,Sector 1,Köstence,Romanya,Kadın,13434.4,2026-01-27,1
3652,Elena,Costa,elena.costa@i̇talya.shop,Barcola,Torino,İtalya,Kadın,30439.97,2026-01-10,1
3653,Andrei,Popescu,andrei.popescu@romanya.shop,Tomis,Timişoara,Romanya,Kadın,24938.3,2026-02-02,1
3654,Ayşe,Demir,ayşe.demir@türkiye.shop,Üsküdar,Bursa,Türkiye,Kadın,25113.52,2026-01-17,1
3655,Emre,Aydın,emre.aydın@türkiye.shop,Çankaya,İzmir,Türkiye,Erkek,35340.22,2026-01-03,1
3656,Ali,Şahin,ali.şahin@türkiye.shop,Konak,İzmir,Türkiye,Kadın,7551.04,2026-01-21,1
3657,Marie,Richter,marie.richter@almanya.shop,Zentrum,Münih,Almanya,Kadın,7301.74,2026-01-27,1
3658,Elena,Marin,elena.marin@romanya.shop,Centru,Bükreş,Romanya,Kadın,39481.93,2026-01-30,1
3659,Elif,Koç,elif.koç@türkiye.shop,Şişli,İzmir,Türkiye,Kadın,25138.03,2026-01-21,1
3660,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Osmangazi,Ankara,Türkiye,Erkek,27332.37,2026-01-31,1
3661,Cristian,Stan,cristian.stan@romanya.shop,Sud,Timişoara,Romanya,Kadın,9173.17,2026-01-11,1
3662,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Osmangazi,Ankara,Türkiye,Erkek,35976.01,2026-01-12,1
3663,Laura,Weber,laura.weber@almanya.shop,Pasing,Stuttgart,Almanya,Kadın,34763.22,2026-01-26,1
3664,Elif,Koç,elif.koç@türkiye.shop,Çankaya,Bursa,Türkiye,Erkek,11421.53,2026-01-30,1
3665,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Beşiktaş,İstanbul,Türkiye,Erkek,31121.5,2026-01-19,1
3666,Elena,Vasileva,elena.vasileva@bulgaristan.shop,Lozenets,Sofya,Bulgaristan,Kadın,19869.98,2026-01-16,1
3667,Giulia,Rossi,giulia.rossi@i̇talya.shop,Lingotto,Palermo,İtalya,Kadın,7045.76,2026-02-01,1
3668,Piotr,Zieliński,piotr.zieliński@polonya.shop,Śródmieście,Krakow,Polonya,Erkek,28739.34,2026-02-14,1
3669,Ali,Şahin,ali.şahin@türkiye.shop,Kadıköy,Eskişehir,Türkiye,Kadın,15250.99,2026-02-05,1
3670,Marko,Jovanović,marko.jovanović@sırbistan.shop,Zemun,Belgrad,Sırbistan,Kadın,11100.38,2026-01-10,1
3671,Kamil,Nowak,kamil.nowak@polonya.shop,Centrum,Varşova,Polonya,Erkek,2648.6,2026-02-15,1
3672,Felix,Klein,felix.klein@almanya.shop,Pasing,Berlin,Almanya,Kadın,34574.5,2026-01-12,1
3673,Kamil,Nowak,kamil.nowak@polonya.shop,Śródmieście,Wroclaw,Polonya,Kadın,26451.42,2026-02-19,1
3674,Felix,Klein,felix.klein@almanya.shop,Pasing,Münih,Almanya,Kadın,7554.51,2026-01-15,1
3675,Maria,Dimitriou,maria.dimitriou@yunanistan.shop,Glyfada,Selanik,Yunanistan,Kadın,2415.11,2026-02-04,1
3676,Maria,Petrova,maria.petrova@bulgaristan.shop,Izgrev,Filibe,Bulgaristan,Kadın,36154.5,2026-01-10,1
3677,Cristian,Stan,cristian.stan@romanya.shop,Sud,Timişoara,Romanya,Erkek,16377.04,2026-01-29,1
3678,Emre,Aydın,emre.aydın@türkiye.shop,Kadıköy,Adana,Türkiye,Kadın,9244.09,2026-01-11,1
3679,Anna,Fontana,anna.fontana@i̇talya.shop,San Donato,Verona,İtalya,Kadın,12107.74,2026-02-16,1
3680,Marko,Jovanović,marko.jovanović@sırbistan.shop,Centar,Niş,Sırbistan,Kadın,4544.44,2026-01-09,1
3681,Nikos,Papadopoulos,nikos.papadopoulos@yunanistan.shop,Kalamaria,Selanik,Yunanistan,Erkek,7974.37,2026-01-30,1
3682,Fatma,Çelik,fatma.çelik@türkiye.shop,Çankaya,Antalya,Türkiye,Erkek,21884.96,2026-02-17,1
3683,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Çankaya,Eskişehir,Türkiye,Erkek,13009.5,2026-02-09,1
3684,Hanna,Schneider,hanna.schneider@almanya.shop,Zentrum,Hamburg,Almanya,Erkek,11477.13,2026-02-04,1
3685,Fatma,Çelik,fatma.çelik@türkiye.shop,Çankaya,İzmir,Türkiye,Erkek,1615.42,2026-02-14,1
3686,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Beşiktaş,Antalya,Türkiye,Kadın,7985.74,2026-01-08,1
3687,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Üsküdar,Ankara,Türkiye,Kadın,21639.79,2026-02-08,1
3688,Fatma,Çelik,fatma.çelik@türkiye.shop,Osmangazi,Bursa,Türkiye,Erkek,9383.61,2026-01-25,1
3689,Jelena,Petrović,jelena.petrović@sırbistan.shop,Centar,Novi Sad,Sırbistan,Erkek,2269.03,2026-02-08,1
3690,Nikos,Papadopoulos,nikos.papadopoulos@yunanistan.shop,Glyfada,Atina,Yunanistan,Erkek,15211.44,2026-01-23,1
3691,Marco,Bianchi,marco.bianchi@i̇talya.shop,Centro,Milano,İtalya,Kadın,17882.86,2026-02-05,1
3692,Piotr,Zieliński,piotr.zieliński@polonya.shop,Centrum,Wroclaw,Polonya,Kadın,521.65,2026-02-15,1
3693,Francesca,Romano,francesca.romano@i̇talya.shop,San Donato,Bologna,İtalya,Erkek,34706.88,2026-02-14,1
3694,Noah,Schulz,noah.schulz@almanya.shop,Mitte,Stuttgart,Almanya,Kadın,8657.0,2026-01-05,1
3695,Ivan,Dimitrov,ivan.dimitrov@bulgaristan.shop,Centar,Burgaz,Bulgaristan,Erkek,37939.0,2026-01-10,1
3696,Marie,Richter,marie.richter@almanya.shop,Zentrum,Stuttgart,Almanya,Erkek,4091.33,2026-01-06,1
3697,Elena,Marin,elena.marin@romanya.shop,Sud,Bükreş,Romanya,Erkek,22509.87,2026-02-18,1
3698,Ana,Ivić,ana.ivić@sırbistan.shop,Centar,Belgrad,Sırbistan,Erkek,27285.72,2026-02-10,1
3699,Magdalena,Wójcik,magdalena.wójcik@polonya.shop,Śródmieście,Wroclaw,Polonya,Kadın,6797.02,2026-01-04,1
3700,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Çankaya,Ankara,Türkiye,Kadın,27668.24,2026-02-08,1
3701,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Çankaya,İzmir,Türkiye,Kadın,15125.24,2026-02-16,1
3702,Mihai,Radu,mihai.radu@romanya.shop,Tomis,Yaş,Romanya,Erkek,9901.68,2026-02-06,1
3703,Marie,Richter,marie.richter@almanya.shop,Bad Cannstatt,Köln,Almanya,Kadın,10649.68,2026-01-07,1
3704,Kamil,Nowak,kamil.nowak@polonya.shop,Śródmieście,Varşova,Polonya,Kadın,17798.53,2026-01-13,1
3705,Georgi,Nikolov,georgi.nikolov@bulgaristan.shop,Izgrev,Sofya,Bulgaristan,Erkek,35868.56,2026-01-28,1
3706,Felix,Klein,felix.klein@almanya.shop,Plagwitz,Köln,Almanya,Kadın,29421.13,2026-02-13,1
3707,Murat,Yılmaz,murat.yılmaz@türkiye.shop,Şişli,Bursa,Türkiye,Erkek,5654.83,2026-02-05,1
3708,Nikola,Marković,nikola.marković@sırbistan.shop,Mediana,Belgrad,Sırbistan,Kadın,23633.07,2026-01-18,1
3709,Hanna,Schneider,hanna.schneider@almanya.shop,Bad Cannstatt,Leipzig,Almanya,Erkek,14051.24,2026-02-13,1
3710,Marko,Jovanović,marko.jovanović@sırbistan.shop,Centar,Niş,Sırbistan,Kadın,11576.43,2026-01-25,1
3711,Hanna,Schneider,hanna.schneider@almanya.shop,Mitte,Hamburg,Almanya,Erkek,35102.46,2026-01-01,1
3712,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Konak,Adana,Türkiye,Kadın,37083.8,2026-01-30,1
3713,Marco,Bianchi,marco.bianchi@i̇talya.shop,Lingotto,Verona,İtalya,Kadın,18133.87,2026-01-17,1
3714,Marko,Jovanović,marko.jovanović@sırbistan.shop,Zemun,Niş,Sırbistan,Kadın,29636.47,2026-02-10,1
3715,Elif,Koç,elif.koç@türkiye.shop,Kadıköy,İzmir,Türkiye,Erkek,26940.64,2026-01-30,1
3716,Nikola,Marković,nikola.marković@sırbistan.shop,Centar,Belgrad,Sırbistan,Kadın,18990.22,2026-02-20,1
3717,Lorenzo,Greco,lorenzo.greco@i̇talya.shop,Borgo,Trieste,İtalya,Kadın,38822.04,2026-01-14,1
3718,Nikola,Marković,nikola.marković@sırbistan.shop,Mediana,Novi Sad,Sırbistan,Erkek,17650.54,2026-01-16,1
3719,Lorenzo,Greco,lorenzo.greco@i̇talya.shop,Monreale,Torino,İtalya,Kadın,24128.98,2026-01-07,1
3720,Marco,Bianchi,marco.bianchi@i̇talya.shop,Borgo,Bologna,İtalya,Kadın,30536.75,2026-01-25,1
3721,Giulia,Rossi,giulia.rossi@i̇talya.shop,Monreale,Palermo,İtalya,Erkek,35992.77,2026-02-09,1
3722,Emilia,Bauer,emilia.bauer@almanya.shop,Mitte,Berlin,Almanya,Kadın,22436.43,2026-01-11,1
3723,Marco,Bianchi,marco.bianchi@i̇talya.shop,Lingotto,Bologna,İtalya,Erkek,21199.28,2026-02-15,1
3724,Anna,Fontana,anna.fontana@i̇talya.shop,Centro,Trieste,İtalya,Erkek,25956.95,2026-01-21,1
3725,Eleni,Nikolaou,eleni.nikolaou@yunanistan.shop,Kalamaria,Gümülcine,Yunanistan,Erkek,26559.96,2026-02-02,1
3726,Kamil,Nowak,kamil.nowak@polonya.shop,Centrum,Wroclaw,Polonya,Kadın,29268.46,2026-02-18,1
3727,Piotr,Zieliński,piotr.zieliński@polonya.shop,Śródmieście,Varşova,Polonya,Kadın,28242.54,2026-02-01,1
3728,Andrei,Popescu,andrei.popescu@romanya.shop,Sector 1,Timişoara,Romanya,Erkek,39814.0,2026-01-30,1
3729,Maria,Petrova,maria.petrova@bulgaristan.shop,Lozenets,Filibe,Bulgaristan,Erkek,10124.05,2026-01-24,1
3730,Georgios,Kostas,georgios.kostas@yunanistan.shop,Kalamaria,Gümülcine,Yunanistan,Erkek,24555.92,2026-01-25,1
3731,Nikola,Marković,nikola.marković@sırbistan.shop,Centar,Belgrad,Sırbistan,Erkek,22661.96,2026-01-08,1
3732,Felix,Klein,felix.klein@almanya.shop,Plagwitz,Münih,Almanya,Erkek,24871.65,2026-01-01,1
3733,Ioana,Ionescu,ioana.ionescu@romanya.shop,Centru,Köstence,Romanya,Erkek,36394.75,2026-02-20,1
3734,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Konak,Adana,Türkiye,Kadın,27249.32,2026-02-10,1
3735,Ivan,Dimitrov,ivan.dimitrov@bulgaristan.shop,Izgrev,Filibe,Bulgaristan,Kadın,2079.65,2026-01-17,1
3736,Francesca,Romano,francesca.romano@i̇talya.shop,Barcola,Torino,İtalya,Erkek,38482.1,2026-01-25,1
3737,Ali,Şahin,ali.şahin@türkiye.shop,Çankaya,Adana,Türkiye,Erkek,30299.54,2026-02-16,1
3738,Georgi,Nikolov,georgi.nikolov@bulgaristan.shop,Centar,Burgaz,Bulgaristan,Kadın,25447.29,2026-02-04,1
3739,Jelena,Petrović,jelena.petrović@sırbistan.shop,Mediana,Belgrad,Sırbistan,Kadın,9395.03,2026-01-28,1
3740,Lukas,Müller,lukas.müller@almanya.shop,Plagwitz,Hamburg,Almanya,Erkek,21796.26,2026-01-01,1
3741,Alessandro,Conti,alessandro.conti@i̇talya.shop,San Donato,Torino,İtalya,Kadın,4547.96,2026-02-13,1
3742,Marco,Bianchi,marco.bianchi@i̇talya.shop,Lingotto,Torino,İtalya,Kadın,25070.1,2026-01-09,1
3743,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Beşiktaş,Eskişehir,Türkiye,Erkek,32130.09,2026-01-12,1
3744,Marie,Richter,marie.richter@almanya.shop,Plagwitz,Leipzig,Almanya,Kadın,36128.97,2026-01-22,1
3745,Georgi,Nikolov,georgi.nikolov@bulgaristan.shop,Trakia,Varna,Bulgaristan,Erkek,23395.98,2026-01-09,1
3746,Jonas,Fischer,jonas.fischer@almanya.shop,Bad Cannstatt,Stuttgart,Almanya,Kadın,36303.76,2026-01-30,1
3747,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Üsküdar,Adana,Türkiye,Erkek,24539.02,2026-01-31,1
3748,Francesca,Romano,francesca.romano@i̇talya.shop,Monreale,Torino,İtalya,Kadın,21650.15,2026-02-03,1
3749,Emilia,Bauer,emilia.bauer@almanya.shop,Altona,Köln,Almanya,Kadın,29956.65,2026-01-18,1
3750,Ivan,Dimitrov,ivan.dimitrov@bulgaristan.shop,Centar,Varna,Bulgaristan,Erkek,37306.04,2026-02-10,1
3751,Magdalena,Wójcik,magdalena.wójcik@polonya.shop,Stare Miasto,Krakow,Polonya,Erkek,25344.91,2026-02-04,1
3752,Andrei,Popescu,andrei.popescu@romanya.shop,Centru,Timişoara,Romanya,Kadın,16002.99,2026-02-07,1
3753,Ivan,Dimitrov,ivan.dimitrov@bulgaristan.shop,Trakia,Sofya,Bulgaristan,Erkek,22341.82,2026-02-09,1
3754,Georgios,Kostas,georgios.kostas@yunanistan.shop,Glyfada,Selanik,Yunanistan,Kadın,23215.11,2026-02-14,1
3755,Jelena,Petrović,jelena.petrović@sırbistan.shop,Centar,Novi Sad,Sırbistan,Erkek,29507.94,2026-02-08,1
3756,Lukas,Müller,lukas.müller@almanya.shop,Plagwitz,Münih,Almanya,Kadın,33354.13,2026-01-09,1
3757,Piotr,Zieliński,piotr.zieliński@polonya.shop,Śródmieście,Wroclaw,Polonya,Erkek,569.32,2026-02-07,1
3758,Murat,Yılmaz,murat.yılmaz@türkiye.shop,Kadıköy,Ankara,Türkiye,Kadın,30659.33,2026-01-07,1
3759,Matteo,Ricci,matteo.ricci@i̇talya.shop,Monreale,Palermo,İtalya,Kadın,28495.41,2026-01-10,1
3760,Anna,Kowalska,anna.kowalska@polonya.shop,Stare Miasto,Varşova,Polonya,Kadın,23425.44,2026-02-06,1
3761,Lukas,Müller,lukas.müller@almanya.shop,Plagwitz,Hamburg,Almanya,Erkek,7686.49,2026-02-02,1
3762,Jelena,Petrović,jelena.petrović@sırbistan.shop,Zemun,Belgrad,Sırbistan,Erkek,22451.09,2026-01-31,1
3763,Mihai,Radu,mihai.radu@romanya.shop,Sector 1,Yaş,Romanya,Erkek,13225.28,2026-02-07,1
3764,Anna,Fontana,anna.fontana@i̇talya.shop,Centro,Trieste,İtalya,Erkek,9804.45,2026-01-06,1
3765,Jelena,Petrović,jelena.petrović@sırbistan.shop,Zemun,Novi Sad,Sırbistan,Kadın,31736.01,2026-02-05,1
3766,Georgios,Kostas,georgios.kostas@yunanistan.shop,Glyfada,Atina,Yunanistan,Erkek,5871.46,2026-01-12,1
3767,Matteo,Ricci,matteo.ricci@i̇talya.shop,Monreale,Bologna,İtalya,Erkek,11028.01,2026-01-28,1
3768,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Osmangazi,Bursa,Türkiye,Erkek,25449.64,2026-01-28,1
3769,Ayşe,Demir,ayşe.demir@türkiye.shop,Konak,İstanbul,Türkiye,Kadın,6780.45,2026-01-03,1
3770,Emre,Aydın,emre.aydın@türkiye.shop,Üsküdar,İstanbul,Türkiye,Kadın,20999.73,2026-02-17,1
3771,Murat,Yılmaz,murat.yılmaz@türkiye.shop,Şişli,İstanbul,Türkiye,Erkek,16545.69,2026-02-17,1
3772,Elena,Vasileva,elena.vasileva@bulgaristan.shop,Trakia,Filibe,Bulgaristan,Kadın,3032.84,2026-01-26,1
3773,Georgios,Kostas,georgios.kostas@yunanistan.shop,Kalamaria,Selanik,Yunanistan,Erkek,1114.5,2026-02-07,1
3774,Laura,Weber,laura.weber@almanya.shop,Bad Cannstatt,Stuttgart,Almanya,Kadın,12720.17,2026-01-22,1
3775,Kamil,Nowak,kamil.nowak@polonya.shop,Stare Miasto,Krakow,Polonya,Kadın,27142.34,2026-01-19,1
3776,Ana,Ivić,ana.ivić@sırbistan.shop,Zemun,Niş,Sırbistan,Erkek,3473.12,2026-02-07,1
3777,Piotr,Zieliński,piotr.zieliński@polonya.shop,Śródmieście,Varşova,Polonya,Kadın,31041.36,2026-01-08,1
3778,Hanna,Schneider,hanna.schneider@almanya.shop,Altona,Stuttgart,Almanya,Erkek,7261.59,2026-01-08,1
3779,Nikola,Marković,nikola.marković@sırbistan.shop,Centar,Belgrad,Sırbistan,Erkek,2467.73,2026-01-30,1
3780,Ayşe,Demir,ayşe.demir@türkiye.shop,Osmangazi,Eskişehir,Türkiye,Kadın,5527.82,2026-02-01,1
3781,Giulia,Rossi,giulia.rossi@i̇talya.shop,Lingotto,Trieste,İtalya,Kadın,39299.21,2026-01-14,1
3782,Matteo,Ricci,matteo.ricci@i̇talya.shop,Borgo,Trieste,İtalya,Kadın,30420.11,2026-02-03,1
3783,Alessandro,Conti,alessandro.conti@i̇talya.shop,Lingotto,Trieste,İtalya,Kadın,31842.71,2026-02-17,1
3784,Georgios,Kostas,georgios.kostas@yunanistan.shop,Center,Gümülcine,Yunanistan,Erkek,37180.87,2026-01-02,1
3785,Maria,Dimitriou,maria.dimitriou@yunanistan.shop,Glyfada,Selanik,Yunanistan,Erkek,20270.82,2026-02-15,1
3786,Ioana,Ionescu,ioana.ionescu@romanya.shop,Sector 1,Bükreş,Romanya,Erkek,29631.47,2026-02-15,1
3787,Ana,Ivić,ana.ivić@sırbistan.shop,Mediana,Belgrad,Sırbistan,Erkek,9697.09,2026-01-21,1
3788,Mihai,Radu,mihai.radu@romanya.shop,Tomis,Timişoara,Romanya,Erkek,31809.66,2026-01-02,1
3789,Murat,Yılmaz,murat.yılmaz@türkiye.shop,Kadıköy,İstanbul,Türkiye,Erkek,12151.78,2026-01-24,1
3790,Emre,Aydın,emre.aydın@türkiye.shop,Konak,Eskişehir,Türkiye,Kadın,14052.43,2026-01-21,1
3791,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Osmangazi,Bursa,Türkiye,Erkek,21595.9,2026-01-31,1
3792,Matteo,Ricci,matteo.ricci@i̇talya.shop,Monreale,Milano,İtalya,Erkek,6646.11,2026-01-02,1
3793,Ali,Şahin,ali.şahin@türkiye.shop,Konak,Adana,Türkiye,Kadın,11523.21,2026-01-30,1
3794,Marie,Richter,marie.richter@almanya.shop,Mitte,Münih,Almanya,Kadın,35268.03,2026-02-09,1
3795,Piotr,Zieliński,piotr.zieliński@polonya.shop,Centrum,Varşova,Polonya,Erkek,33909.24,2026-01-23,1
3796,Andrei,Popescu,andrei.popescu@romanya.shop,Sector 1,Timişoara,Romanya,Erkek,20410.46,2026-01-11,1
3797,Emilia,Bauer,emilia.bauer@almanya.shop,Zentrum,Leipzig,Almanya,Erkek,36198.14,2026-01-17,1
3798,Alessandro,Conti,alessandro.conti@i̇talya.shop,Lingotto,Milano,İtalya,Erkek,30330.57,2026-01-10,1
3799,Elena,Vasileva,elena.vasileva@bulgaristan.shop,Trakia,Burgaz,Bulgaristan,Kadın,32873.34,2026-02-03,1
3800,Kamil,Nowak,kamil.nowak@polonya.shop,Śródmieście,Varşova,Polonya,Kadın,35435.49,2026-02-19,1
3801,Georgios,Kostas,georgios.kostas@yunanistan.shop,Glyfada,Selanik,Yunanistan,Erkek,32131.88,2026-01-13,1
3802,Nikos,Papadopoulos,nikos.papadopoulos@yunanistan.shop,Glyfada,Gümülcine,Yunanistan,Erkek,19154.85,2026-02-08,1
3803,Elena,Vasileva,elena.vasileva@bulgaristan.shop,Centar,Sofya,Bulgaristan,Erkek,3288.05,2026-02-01,1
3804,Marko,Jovanović,marko.jovanović@sırbistan.shop,Mediana,Belgrad,Sırbistan,Erkek,27199.99,2026-01-31,1
3805,Elena,Vasileva,elena.vasileva@bulgaristan.shop,Izgrev,Burgaz,Bulgaristan,Kadın,303.7,2026-02-13,1
3806,Matteo,Ricci,matteo.ricci@i̇talya.shop,San Donato,Torino,İtalya,Erkek,25192.59,2026-02-16,1
3807,Hanna,Schneider,hanna.schneider@almanya.shop,Bad Cannstatt,Berlin,Almanya,Erkek,13224.38,2026-01-02,1
3808,Noah,Schulz,noah.schulz@almanya.shop,Mitte,Leipzig,Almanya,Erkek,31500.86,2026-01-16,1
3809,Matteo,Ricci,matteo.ricci@i̇talya.shop,Monreale,Verona,İtalya,Erkek,38896.86,2026-02-16,1
3810,Hanna,Schneider,hanna.schneider@almanya.shop,Altona,Leipzig,Almanya,Kadın,13857.21,2026-02-09,1
3811,Marko,Jovanović,marko.jovanović@sırbistan.shop,Zemun,Belgrad,Sırbistan,Erkek,9333.1,2026-01-20,1
3812,Anna,Fontana,anna.fontana@i̇talya.shop,Barcola,Bologna,İtalya,Erkek,25040.04,2026-02-17,1
3813,Ali,Şahin,ali.şahin@türkiye.shop,Kadıköy,Antalya,Türkiye,Kadın,30669.95,2026-01-17,1
3814,Maria,Petrova,maria.petrova@bulgaristan.shop,Izgrev,Filibe,Bulgaristan,Erkek,11719.96,2026-02-05,1
3815,Matteo,Ricci,matteo.ricci@i̇talya.shop,Monreale,Bologna,İtalya,Kadın,24684.65,2026-01-24,1
3816,Ana,Ivić,ana.ivić@sırbistan.shop,Mediana,Niş,Sırbistan,Erkek,4742.91,2026-02-15,1
3817,Piotr,Zieliński,piotr.zieliński@polonya.shop,Stare Miasto,Wroclaw,Polonya,Erkek,30237.14,2026-01-02,1
3818,Mihai,Radu,mihai.radu@romanya.shop,Sector 1,Köstence,Romanya,Kadın,3295.91,2026-02-03,1
3819,Murat,Yılmaz,murat.yılmaz@türkiye.shop,Beşiktaş,İzmir,Türkiye,Erkek,6557.21,2026-01-05,1
3820,Emilia,Bauer,emilia.bauer@almanya.shop,Altona,Köln,Almanya,Kadın,12602.03,2026-01-31,1
